pair_id,customer_tweet_id,apple_tweet_id,customer_text,apple_reply,created_at
2325,103192,103191,I need to charge the battery 3 times a day. And I'm sick of it.,"Let's try following this article for Maximizing Battery Life, and let us know if it helps:",Mon Oct 23 12:56:08 +0000 2017
2326,103193,103194,Pilimi günde 3 kez şarj etmem gerekiyor. Ve bundan bıktım ..,We offer support via Twitter in English. Contact us for help in your preferred language here:,Sun Oct 22 22:57:27 +0000 2017
2327,103197,103195,what’s going on with this latest update? Whenever I type the “it” it autocorrects to “I.T” unless I press the actual word it. Wtf is going on?,We'd be happy to look into this with you. Can you provide us which iOS version you're using? This can be located in Settings &gt; General &gt; About &gt; Version.,Thu Nov 30 17:59:50 +0000 2017
2328,103200,103199,dont understand why i just called you to have my phone not working stilll.... thanks so much,Send us a DM. Let us know more details on the issue. We'll do our best to help.,Thu Nov 30 17:59:00 +0000 2017
2329,103202,103201,I tried to recreate the issue with iTunes open and was unable to reproduce the effect. Thank you for your reply.,"Got it, thank you. If it still occurs in Safari, please send us a DM. We'd like to continue working on this with you.",Thu Nov 30 17:59:00 +0000 2017
2330,103205,103203,The new update to my #iMac messed up my play/pause button. It no longer controls Spotify but the videos on my facebook timeline and inside safari. How do I fix this?,We can assist you. Does this take place with any other apps such as iTunes?,Wed Nov 29 20:21:32 +0000 2017
2331,103207,103206,Yo you can make my phone not send/receive texts all you want I’m not buying your overpriced piece of glass #CanYouHearMeNow,Hi. We'd like to help. This article can help resolve most issues with sending and receiving messages on your iPhone: Let us know if this helps.,Thu Nov 30 17:57:26 +0000 2017
2332,103209,103211,apple. ones you get when you get a new phone.,"Got it, thanks. So we're sure to be on the same page is there no sound at all or is there an issue with the sound quality? Also, does it happen when connected to any device?",Thu Nov 30 18:25:00 +0000 2017
2333,103212,103213,no sound in the right earphone and yes.,"Alright, we'd like to take a look at your options. Let us know when and where this set was purchased in a DM and we'll continue.",Thu Nov 30 18:52:34 +0000 2017
2334,103210,103208,OMFG this is my 3rd pair of fkn headphones that have crapped out on me.,"Hi, we appreciate you reaching out to us to resolve this issue. We would like to gather a little more information before we continue. First, are they Apple or Beats headphones?",Thu Nov 30 17:56:29 +0000 2017
2335,103215,103214,"Please help me, apple call centre in India unable to support",We're happy to assist you. Is this related to the Face ID issue you recently had? DM us with more information and we'll go from there.,Thu Nov 30 17:56:00 +0000 2017
2336,103217,103219,iOS 11.1.2 - it’s up to date,"OK, thanks. So that we can look into this further, use the link below to DM us, and we’ll take it from there.",Thu Nov 30 18:18:26 +0000 2017
2337,103218,103216,Yo my iPhone just went from 100% to 20% in an hour.,"Battery life is important, and we can help. To start, tell us the iOS version your iPhone is running, and we’ll take it from there.",Thu Nov 30 17:54:26 +0000 2017
2338,103221,103220,I WANT Y’ALL TO EXPLAIN TO ME WHY MY 8 PLUS BATTERY IS GARBAGE. I’VE BEEN ON IT FOR LIKE AN HOUR AND IT’S AT 74%. IT GOES DOWN LIKE 5 PERCENT WHEN I LISTEN TO ONE FUCKING SONG.,We're happy to look into what's happening with your iPhone battery performance. We know how important it is to have your iPhone battery performing at its best. Send us a DM letting us know if you see the message outlined in this article:,Thu Nov 30 17:53:53 +0000 2017
2339,103223,103225,"Thanks. Each time we release the depop app using phased rollout, a user sees the what’s new text when they go to the App Store, but the OPEN button shows and they can’t download the new version",Got it. You will need to reach out to Developer Support here. They will be happy to help.,Thu Nov 30 18:14:00 +0000 2017
2340,103224,103222,"""Keep in mind that this version will still be available to all users as a manual update from the App Store""... .. the app store does not behave like this. Please can we fix this 🙏",We're happy to look into this with you. What are you downloading when you see this message?,Thu Nov 30 17:53:53 +0000 2017
2341,103227,103226,Estou com problemas com a querida tbem e tive que acionar o Procon.,"Since our Twitter support is available in English, get help at or join",Thu Nov 30 17:53:27 +0000 2017
2342,103230,103229,hi. i received an email about icloud payment from this email account and i'm wondering if it's fake since I domt have any apple decives at the moment so I didn't purchase anything.,Thanks for taking the time to reach out. We know it's important to be able to identify legitimate emails and we're here to get you pointed in the right direction. You'll want to review this article for help:,Thu Nov 30 17:53:00 +0000 2017
2343,103233,103232,Are you guys kidding with these keyboard bugs?? I.T is so frustrating. Android is looking very tempting and be been an Apple user for YEARS. Is there a timeframe for a fix? Published workarounds don’t work!,We're happy to look into this issue with you. Please DM us your current iOS version and we'll go from there.,Thu Nov 30 17:52:31 +0000 2017
2344,103235,103234,Estoy muy decepcionado con la calidad de la compra online. Despues de esperar tanto tiempo para el IPhone X + AppleWatch teneis problemas con el sistema de pago. Muy muy decepcionado !!! Espero que esto no afecte a la fecha de entrega de mi pedido!!!,We offer support via Twitter in English. Get help in Spanish here: or join,Thu Nov 30 17:52:31 +0000 2017
2345,103237,103236,Err um. when are we gonna fix the issue with all my I’s looking like trash,"Hi there. We recently released an update that includes a fix. Follow the steps here to back up and update your device: If you are still seeing this when you type after updating, send us a DM and we'll take a closer look.",Thu Nov 30 17:52:31 +0000 2017
2346,103239,103241,They came back thanks.,That's great to hear! Please do reach back out if we can be of any further assistance.,Thu Nov 30 18:20:25 +0000 2017
2347,103240,103238,Why did all my pictures just delete from my phone. WTF just happened,We can help with your Photos! Please tell us which iPhone and iOS you're using in DM and we'll go from there:,Thu Nov 30 17:52:01 +0000 2017
2348,103243,103242,"On iOS 11, the video player shows a scrubbing speed tip every time I scrub for a while. Useful the 1st / 2nd time, but maybe not the gazillionth time. Is there a way to turn it off?",We’d be glad to look into this with you. Can you start by explaining what app you are using to view the video in DM? These details help us determine where to get started.,Thu Nov 30 17:50:00 +0000 2017
2349,103245,103244,Is this real? The app store said there were no updates.,"Thanks for taking the time to reach out. Yes, that notification is from Apple.",Thu Nov 30 17:49:01 +0000 2017
2350,103248,103246,Hey is this a known bug that will be fixed soon? My dock on iPad continues to not stay centered and only a reboot will reset it. See attached picture.,We'd love to look into this with you. Which exact version of the operating system is your iPad running? Let us know in DM and we'll team up to get this resolved.,Thu Nov 30 17:47:00 +0000 2017
2351,103252,103250,The upgrade is messing up with FaceTime. I had to restart 4 times in one day because it freezes. Fix this please,We want to help. What device is the issue occurring on?,Thu Nov 30 17:45:01 +0000 2017
2352,103941,103939,Is there a way to save the photos you have on a external hard drive to iCloud?,"Thanks for contacting us with this great question about importing photos to iCloud! There are a couple of different ways, so we want to know a bit more, so we'd love to help! DM us which kind of computer you're using and we'll get started.",Thu Nov 23 16:35:00 +0000 2017
2353,104190,104189,"Thanks. Yep I checked that, but neither phone has the other listed as an alternative data source. It’s almost like it’s because they’re both linked to my iCloud account or something. Here’s an example from one of them, the one listed is the same device name.",We'd like to look into this further. Please DM us to continue working on this.,Thu Nov 23 17:45:31 +0000 2017
2354,104192,104191,"Hi . I keep my personal iPhone 6S in my pocket. Any time I also carry my work iPhone 6 in my bag, the steps count from both devices seem to get added together in the Health app. Is there a way to stop this please? It didn't happen in iOS 10.","We understand how important it is to sort this out. The Health app handles data from different sources such as from other devices or apps. However, you can prioritize the data sources and learn more about this here: DM us any other questions.",Thu Nov 23 14:45:00 +0000 2017
2355,104194,104193,"my storage has ran out and nothing I download isn't storing on my iCloud which still has 2GB left,help?🙄🙄",We want to help you with managing your storage on your iPhone. Your iPhone is able to show you information on the storage being used and make recommendations to optimize your storage usage. Please check out more on how to clear that space here:,Thu Nov 23 19:04:01 +0000 2017
2356,105311,105313,"Issue remains the same,, i have an 8+ .. software up to date (11.1.2) but i believe the issue is just with instagram and stops any screenshot, slomo or high quality pic from uploading.","Are there any updates available for Instagram? Send us a DM, and we'll continue helping out from there.",Thu Nov 30 20:11:15 +0000 2017
2357,105312,105310,When i go to upload to social media with a slo-mo or screen shotted picture i am getting a loading circle in the middle of the screen and it never finishes loading. Doesnt allow upload to complete,"Thank you. Does the issue persist if you restart your device? Also, which software version are you using? You can tap Settings &gt; General &gt; About to locate the software version.",Thu Nov 30 18:43:01 +0000 2017
2358,105315,105314,Anybody else having a problem uploading screenshotted pictures from their #iphone?,We'd be happy to help with your pictures. Provide us some details of what's going and we can work together from there.,Thu Nov 30 18:27:00 +0000 2017
2359,105317,105316,hey fix the damn iOS so my phone stops freaking out. you want people to pay $1000 for a phone that has bugs?! it just deleted my entire yahoo inbox and now it’s downloading them again. all 8000! 😡,We'd like to help! Which iPhone and iOS are you using? You can check in Settings &gt; General &gt; About &gt; Version. Let us know in DM:,Thu Nov 30 18:43:00 +0000 2017
2360,105319,105320,"Just switched some settings, turning on “Change volume with buttons” seemed to trigger it to work",Great to hear you resolved the issue. Let us know if we can help in the future. Have a wonderful day!,Thu Nov 30 18:58:00 +0000 2017
2361,92639,105318,Dude I’m having issues with my alarms not going off either. They’re all “alerting” me but no sound or vibrate,"We’d love to help with your alarms. To start, which device and iOS version are you using? You can tap Settings &gt; General &gt; About to locate the iOS version.",Thu Nov 30 18:39:38 +0000 2017
2362,105323,105322,MY AIRPODS CASE WONT ChARGE WTF,We are here to help. Is it both that will not charge or just one?,Thu Nov 30 18:39:38 +0000 2017
2363,105326,105324,Dear WTF is up with inserting A? When I️ type I️ in a text #fix this,We've released an update to fix this. We do recommend creating a current backup of the data on your device before updating. Here's more about the new update: Let us know if this helps.,Thu Nov 30 18:39:32 +0000 2017
2364,105328,105327,Such rude folks in apple store as if they have done favors by selling iPhone #iPhoneSucks #AppleCareSucks,That's certainly not the experience we want for our customers. DM us with more details and we can proceed from there to get to the bottom of this.,Thu Nov 30 18:38:31 +0000 2017
2365,105330,105329,Why I can’t turn my WiFi button on?,"We'd like to help. Please let us know in DM the device you are using, along with the software version it is running to start:",Thu Nov 30 18:37:09 +0000 2017
2366,105334,105333,Upgraded Mac (retina 4k 27” late 2014) to High Sierra this week. Photos app is nightmare. Editing virtually impossible as adjustments take 30secs – 1 min to appear. Photos frequently crashes too. Help please?,Let's get you connected to our Photos team. Please use this link to get in contact with them: Select Apps &amp; Software &gt; Mac apps.,Thu Nov 30 18:15:38 +0000 2017
2367,105336,105335,I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ .... when are you going to fix this!?,We're here for you. Let's get you updated to iOS 11.1.2 to see if the issue persists. You can find instructions on backing up and updating here:,Thu Nov 30 18:36:30 +0000 2017
2368,105338,105340,I am using an iPhone 8 Plus and iOS 11.1.2,"Got it, thanks. While automatic playback is expected is your vehicles firmware up to date? There might be additional settings there you can adjust. Let us know in a DM and we'll continue.",Thu Nov 30 18:48:26 +0000 2017
2369,105339,105337,Is there a way to prevent my Apple Car Play from automatically playing music from my iPhone? I've looked thru all the settings on my phone and in my car and have not found anything.,Thanks for reaching out. We'd like to know more to assist. Which iPhone model and iOS are you currently using?,Thu Nov 30 18:35:17 +0000 2017
2370,105342,105341,"pairing an apple watch is the most frustrating thing in the world, i feel like breaking the damn phone and watch. Taken 3 hours already and the stupid piece of crap still not working #hatethisdamnshit","You’ve come to the right place. We’re happy to help get you iPhone and Apple Watch paired. Send us a DM telling us which Apple Watch model you have, the iPhone we’re working with, and the iOS version number on the iPhone.",Thu Nov 30 18:35:14 +0000 2017
2371,105344,105343,why tf do i pay $800 for a fucking phone that always has problems.,"You've reached the right place for support. We want you to enjoy your iPhone and we'd like to help. To start, DM us with the model of iPhone you're using and details about what's happening.",Thu Nov 30 18:35:00 +0000 2017
2372,105346,105345,my phone’s updated tho 🤔 what kinda bug is this fix it,We're here to help find the best solution. Can you send us a DM with detials on what you're referring to?,Thu Nov 30 18:34:31 +0000 2017
2373,105349,105348,Was split-keyboard taken away in iOS 11...? I’m not able to split it on 2017 jumbo iPad Pro...,"Hey there, great question! Please check out this link, with information on how to split and move the keyboard on your iPad Pro: If you're still having issues, meet us in DM, here:",Thu Nov 30 18:34:31 +0000 2017
2374,105353,105352,porque me pasa esto a mi?? 😭😭,We offer support via Twitter in English. Get help in Spanish here: or join,Thu Nov 30 18:17:27 +0000 2017
2375,105355,105357,Any comment on if restarting to factory settings then downloading all software then loading back up will do anything?,Let's meet in Direct Message to continue.,Thu Nov 30 19:21:00 +0000 2017
2376,105356,105354,"Hi Apple, anything I can do to increase battery life after your software upgrades to my iPhone 6s. I’m truly concerned that I have to charge it fully twice a day just to make it on a daily basis. Thank you!",We know how vital the battery is. Please check out this article: DM us the result.,Thu Nov 30 18:33:29 +0000 2017
2377,105361,105360,"iPhone don’t even need to fix that letter i glitch anymore, I️ see a question box and I️ already know what It is smh... y’all takin forever",We're here for you. Let's get you updated to iOS 11.1.2 to see if the issue persists. You can find instructions for updating here:,Thu Nov 30 18:32:34 +0000 2017
2378,105364,105362,Missing my voicemail on iOS11. It just says “call voicemail” what the hell....,This usually indicates that it needs to be set up. This would be best handled by your carrier.,Thu Nov 30 18:32:31 +0000 2017
2379,105366,105368,Thanks for reply. These issues occurring on 10.12.6 since upgrading from El Capitan. (I didn't experience these problems in El Cap) Nervous about updating to High Sierra (I had to replace an unsupported audio interface on last upgrade) I have a mid 2011 iMac 21.5 inch,"Our pleasure. Since the issues began are there any steps you've attempted or have you ran a hardware test? If not, we recommend doing so now. Keep us posted on the results.",Thu Nov 30 19:17:34 +0000 2017
2380,105369,105371,Ok thanks - yes I have that - I hadn’t opened it but I’ll follow along and get back to you.,"Excellent, thank you for confirming. Let us know the results or if you run into any issues, DM us using the link below and we'll continue.",Thu Nov 30 19:42:00 +0000 2017
2381,105370,105372,I’ve tried trashing Bluetooth prefs - but this didn’t help. Could you please explain how to run the hardware test?,"Absolutely, there are a few steps involved. Are you able to open the article we previously sent? If so, the steps are there. If you have any issue viewing the article send us a DM with the link below and we'll provide them for you.",Thu Nov 30 19:32:37 +0000 2017
2382,105367,105365,#AppleSupport Since Sierra update (10.12.6) mouse &amp; keyboard constantly losing/regaining bluetooth esp in FCPX. Bought wired set up &amp; even then Mac freezes on occasions. Out of pocket by €300 with this upgrade and doesn't function properly - Any suggestions,"Thanks for reaching out. We know how important it is to have your Mac working as expected. We'd like some details to assist. Are these issues currently occurring on 10.12.6 or have you updated to High Sierra? Also, let us know the Mac model you're using.",Thu Nov 30 18:32:00 +0000 2017
2383,105374,105373,"my watch is running really slow, it’s up to date, I’ve restarted it, turned it on and off, not sure what else I can do?",Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you there.,Thu Nov 30 18:30:45 +0000 2017
2384,105376,105375,dear my phone screen stays on all the time despite my 30 sec. auto-lock settings - version 11.1.2,"You’re in the right place for help. Since noticing this, have you had a chance to restart your iPhone? This simple step can resolve some minor issues with the device.",Thu Nov 30 18:30:44 +0000 2017
2385,105378,105377,"So like I said from the start you can’t turn it off fully from the control centre. “If you want to completely disable Wi-Fi and Bluetooth for all networks and devices, follow these steps: To turn off Wi-Fi, go to Settings &gt; Wi-Fi and turn off Wi-Fi.”",That's correct. We just wanted to make sure that we let you know. Go ahead and DM us which iPhone and iOS version you're using and we'll continue there. You can find the version by going to Settings &gt; General &gt; About &gt; Version.,Thu Nov 30 18:30:00 +0000 2017
2386,105380,105379,When you turn it off from the settings it says “off” and does not connect randomly. If you turn it off from the control centre it says “not connected” in the settings and connects sometimes randomly.,"This is expected behavior with the iOS 11 updates. The Control Center function is a quick disconnect feature that will only disconnect your current connection. To disable, you'll want to go into your settings. For more information, please visit:",Tue Nov 28 20:15:00 +0000 2017
2387,105382,105381,"3 updates now and still have not fixed the problem of swiping up and being able to turn off or on WiFi and Bluetooth, why. Samsung is becoming more attractive everyday.","In iOS 11 and later, when you toggle the Wi-Fi or Bluetooth buttons in Control Center, your device will immediately disconnect from Wi-Fi and Bluetooth accessories. Both Wi-Fi and Bluetooth will continue to be available. More info here:",Tue Nov 21 14:21:30 +0000 2017
2388,105384,105383,My phone been freezing like no tomorrow since that last update fix my damn phone,We certainly do not like to hear that. Can you confirm your iOS version in DM for us?,Thu Nov 30 18:29:51 +0000 2017
2389,105386,105385,Brand New #iPhoneX with #GreenLine Achievement Unlocked ... Time to leave this Planet 😓 💔,"We are sad to see those Photos, but we want to help with your new iPhone X. Please send us a DM, and we can continue.",Thu Nov 30 18:28:38 +0000 2017
2390,105396,105394,El caos post bug root de - MBP sin parchear. - El bug NO funciona (se supone por por actualización oculta). - El parche aparece en actualizaciones. ¿Que hago? ¿Instalo o no instalo?,We offer support via Twitter in English. Get help in Spanish here: or join,Thu Nov 30 18:28:01 +0000 2017
2391,105398,105397,How do I clear analytic data from my iPhone? (yes its turned off) but it's being stored anyways. Bad enough your os is 4gb.,"We can offer some guidance on this. Use the link below to DM us, and we’ll take it from there.",Thu Nov 30 18:26:33 +0000 2017
2392,105400,105399,Why is my iPhone X’s screen still freezing? I thought the last update was supposed to fix it??,We'd love to help look into this and get you back in action. Can you send us a DM with some additional details?,Thu Nov 30 18:25:38 +0000 2017
2393,105402,105401,Yo - my wifes iPhone 6s drops from 80% battery to 20% in seconds. 5 minutes later it'll be at 5%. You plug it back in and it'll immediately jump back up to 75%. What's up with that?,We'd like to help with this battery issue. Let us know which version of iOS is installed on this phone via DM to get started. We'll go from there.,Thu Nov 30 18:25:38 +0000 2017
2394,105405,105404,"Why is every picture I take with my #iphoneX with flash on, I get red eyes??? I never had this issue with my previous #iphone help",We'd love to team up with you and get this sorted. Let's go to Settings&gt; General &gt; About and provide us with your software version in DM. Click here:,Thu Nov 30 18:25:38 +0000 2017
2395,105408,105410,I did that. It just keeps turning itself back on whenever it chooses.,So you turn Wi-Fi off in Settings but it turns itself back on arbitrarily? That's certainly not expected behavior. Would you mind please joining us in DM? We'd like to start troubleshooting.,Thu Nov 30 19:18:31 +0000 2017
2396,105409,105407,"Hey , wanna explain to me why my phone won’t stop turning it’s damn WiFi on? I DONT WANT TO USE IT SO STOP TURNING IT ON","We can help! Are you using iOS 11? If so, check the following article for some guidance on how Wi-Fi works in Control Center: To turn off Wi-Fi rather than disable it, you'll want to do so via Settings &gt; Wi-Fi. Let us know if that helps!",Thu Nov 30 18:25:00 +0000 2017
2397,105414,105413,my 7 plus is failing when I send pics to droids or iMessage. iMessage is on. It was fine yesterday. I’ve restarted the phone.,We know how important it is to be able to send messages from your iPhone 7 Plus and we're happy to help. Here are some steps we'd recommend trying: Let us know if this helps or if you get any type of error message.,Thu Nov 30 18:25:00 +0000 2017
2398,105419,105418,Hi there! How to restore my restriction password on my iPhone? It will be a great help!,We'd be happy to help you with your restrictions password. You can read how to set that up or change it here:,Thu Nov 30 18:24:31 +0000 2017
2399,105421,105420,"Hi, tried to install High Sierra on my 2011 MacBook Air, now I'm stuck here. Please help.",We'd be happy to assist with your Mac today. Send us a DM to get started.,Thu Nov 30 18:22:45 +0000 2017
2400,105423,105422,"Hi, how can I check my iPhone's battery health? Any way without going to an Apple Store?",We can definitely understand your concern. We would want to make sure our battery health is good too. Let's partner together in DM and go from there.,Thu Nov 30 18:21:00 +0000 2017
2401,105425,105426,Using 11.1.2. Pages 3.3.1,Thank you. Our team that best helps with Pages would love to assist you from the following link: Make sure to select Apps &amp; Software &gt; iOS apps &gt; Pages for iOS to reach their team.,Thu Nov 30 21:22:28 +0000 2017
2402,92708,105424,Completely blank (white) page.,"We'd like to make sure your iPhone's iOS is up-to-date, as well as Pages. Can you tell us the exact iOS version you're using? You can find this by going to Settings &gt; General &gt; About. If you're already using iOS 11.1.2, can you check the App Store for updates?",Thu Nov 30 18:19:55 +0000 2017
2403,105429,105428,Why does my Siri sound fucked up!!! Anyone else having this problem??,We'd be happy to look into this with you. Send us a DM and we'll continue working from there.,Thu Nov 30 18:19:54 +0000 2017
2404,105432,105431,i left my house 10 mins ago and my battery went down 40% :( wtf,Let's make sure your settings are tweaked to ensure the most of your battery life between charges. We want your iPhone to be available when you need it. Check out these tips to optimize your battery life: DM us and we'll cotinue from there.,Thu Nov 30 18:18:56 +0000 2017
2405,105434,105436,It’s usually a site trying to process a payment. I’m on High Sierra.,Have you tried to clear your Safari history yet? Our website here explains how:,Fri Dec 01 00:26:00 +0000 2017
2406,105435,105433,"Safari on MacOS needs some serious work. I have some websites that won't function et'all on Safari. Most recent, a payment to my IPTV service may have been lost because Safari wouldn't load.","We'd love to help you with Safari. Can you tell us more details of what's happening with the websites? Are some websites not loading at all? Also, what's the version of macOS installed?",Thu Nov 30 18:18:26 +0000 2017
2407,105438,105437,how do i make a service complaint?? Disappointed in my service for my⌚️ repair 😡,We can assist you. Please DM us via the following link for any details you can provide and we'll help you from there.,Thu Nov 30 18:16:00 +0000 2017
2408,105441,105439,"so. i hate updates. ive rebooted iphone 6 37 times now &amp; still the screen freezes. i cant answer calls, send or read texts, et al.this is the worst it’s ever been. i cant deal. ready to ditch Apple aftr 20 yrs","That's certainly not how we want the iPhone to respond to the new iOS update. Let's work together. To start, how recently did you update your iPhone to iOS 11.1.2? You can send your answer in a DM.",Thu Nov 30 18:13:26 +0000 2017
2409,107339,107338,My phone just died on 42%. No joke.,We want to help with your battery concerns. Reach out via DM using the link below and let us know what version of iOS you have installed. You can check by tapping Settings &gt; General &gt; About.,Thu Nov 23 19:33:00 +0000 2017
2410,107342,107341,where do we forward fake Apple emails?,We certainly appreciate you reaching out to us on this. This article should assist:,Thu Nov 23 19:31:24 +0000 2017
2411,107344,107343,"I’m using Tri 4G LTE (Indonesia), my ios is the latest one, 11.1.2. My friend is using the same provider and it works for her",Let's have a look at this together. Can you please DM us?,Thu Nov 23 19:31:00 +0000 2017
2412,107346,107345,"umm, why won’t my personal hotspot connect to my laptop? I’ve tried restarting my network settings on my iphone and restarting my laptop but it still doesn’t work. On my laptop, it says “the connection is limited”",We are here to help. Let's take a look at this. What is your cell coverage like? What is your current iOS version?,Thu Nov 23 18:47:29 +0000 2017
2413,107348,107347,"Went to apple store with call receiving issue with my iPhone. Their reply ""1 to 2 call dropping per week is very standard. we can't do anything."" That's the level of support you get from apple now a days.",That's certainly not the type of experience that we want you to go through. Please send us a DM of your current location and we'll look into this with you.,Thu Nov 23 19:29:55 +0000 2017
2414,107350,107353,"I’m wondering why stuff is not sending and I look and it’s because WiFi is on. So not only is data not working, the phone is acting on its own by turning WiFi back on after I turn it off. If I turn it off, it should stay off. Period.","If you want to ensure that Wi-Fi is off and stays off, you will want to go to Settings &gt; Wi-Fi and turn it off there. In the article we linked, using Control Center doesn't totally turn off Wi-Fi, and walking to a new location can cause that to turn back on.",Thu Nov 23 20:13:51 +0000 2017
2415,107354,107355,"Ok guys, I’m going to let you have this one because it’s been 3 updates and you haven’t fixed the issue, but I want it on the record that it’s stupid that “control” center doesn’t allow you to control your phone and you have to be all extra and open settings.",We care about your opinion and you can leave your feedback about using Wi-Fi from Control Center in the following link. It will be the best place to let us know what changes you would like to see:,Fri Nov 24 14:52:01 +0000 2017
2416,107352,107349,"I swear to god I’m going to throw my iPhone out of frustration. STOP TURNING WIFI BACK ON I turn it off, it comes back on. Every 5 minutes. It’s fucking annoying not having a phone that works right anymore","Are you using Control Center or Settings on your iPhone to turn Wi-Fi off? If you're using Control Center, that works a bit differently in iOS 11: Let us know in DM if you have any other questions.",Thu Nov 23 19:28:26 +0000 2017
2417,107358,107357,"ok... woke up yesterday and my podcast app had changed AGAIN. My subscriptions disappeared, and when it restored all my new subs were gone. Also the Listen Now is in NO order whatsoever. How can I get my old app back?",We know how important it is to enjoy your podcasts and we're happy to do everything we can to help. Let's pick back up where we left off. Please DM us to continue.,Thu Nov 23 19:27:42 +0000 2017
2418,107360,107362,"yes, I'm on 10.11.6. It's only doing this for numbers from 1 to 9, times to times.",Let's boot into safe mode first and see if those issues persist. You can do that with these steps: Let us know if the issue persists in Direct Message.,Thu Nov 23 20:53:28 +0000 2017
2419,107361,107359,hi apple! How am I supposed to enter my password when my number keyboard refuses to work? 😩 happening to me for a while now!,We'd love to help out. Do you know which Mac OS you're on?,Thu Nov 23 19:26:30 +0000 2017
2420,107364,107366,Thanks for the help! It’s working,You're welcome. Feel free to reach out to us if you have any further questions. Have a wonderful day!,Thu Nov 23 20:09:00 +0000 2017
2421,107365,107363,"I have done so, but still same issues","Has the device been restarted since it happened? If not, let's do that using these steps:",Thu Nov 23 19:26:30 +0000 2017
2422,107368,107367,my app suddenly is not working,We'd like to help. Have you tried using a Wi-Fi network to download the app? Let us know.,Thu Nov 23 18:55:00 +0000 2017
2423,107370,107372,"A 7+, and I’m not connecting because it’s not working. I open it, my screen turns black and it closes out by itself.","How long have you been seeing this on your iPhone? How are you connecting to the internet, through Wi-Fi or a cellular connection? Does restarting your iPhone change anything?",Thu Nov 23 20:06:00 +0000 2017
2424,107371,107369,MY APPLE MUSIC STILL ISNT WORKING! I AM NOT PAYING FOR A BLACK SCREEN,"Let's get you listening to your music again. What kind of device are you trying to connect to Apple Music with, and how are you connecting?",Thu Nov 23 19:26:00 +0000 2017
2425,107374,107373,Multitasking on iPad Pro 9.7 is getting right on my tits. Edit in Notepad. Switch to another app (Safari). Switch back and it (for no reason) scrolls elsewhere in Notepad. Lack of memory and/or incomplete state save is poor.,Hey there. Can you please send us a DM of your current iOS version and we will go from there?,Thu Nov 23 19:25:33 +0000 2017
2426,107376,107375,please help I can’t retrieve a song I downloaded!,"Thanks for reaching out. We'd like some information to assist. Are you currently signed into the same Apple ID the album was purchased with? Also, are you able to access the song on another device or computer with iTunes? Let us know, we're happy to help.",Thu Nov 23 19:25:00 +0000 2017
2427,107378,107377,"Kinda annoyed that I lost all my data on my ⌚️when I upgraded to the iPhone X, even though I [supposedly] restored the watch from the last backup. Oh well, there’ll be plenty of time to make it all up again. P.S. I still can’t believe this 280 character limit. 🤪","We'd like to address this with you. Please shoot us a DM and let us know if you migrated your data to your iPhone X and if so, how it was done. Restored a backup, used Quick Start or set things up as new.",Thu Nov 23 19:23:28 +0000 2017
2428,109003,109001,"Hey, //, Why you lyin’?",Hey there. We’d like to look into this with you. Let us know in DM if you see the same amount of iCloud storage when signing in &gt; Settings?,Thu Nov 23 19:58:00 +0000 2017
2429,109006,109005,And the volume/ ringer picture doesn’t even come up on my screen 🙃,We're happy to help. Let's make sure you can continue to enjoy using your earphones. When did this issue start? Are this the earphones that came with your phone? Let us know to continue.,Thu Nov 23 19:58:00 +0000 2017
2430,109009,109012,"I go into the music app, play a song, click on share song, click on twitter, add the account i want to talk to, then click tweet and the song isn’t there, only the text",What iOS version do you have on your iPhone currently? Let us know that and any other troubleshooting you may have already tried via DM. We can help figure out a resolution together.,Thu Nov 23 21:02:54 +0000 2017
2431,109011,109008,"I guess I can’t tweet a song from my music app anymore, why was that feature even added if it doesn’t work",We'd like to know more about the trouble you're having so we can help get your Music sharing working again. What was happening when you try to share a song to Twitter?,Thu Nov 23 19:57:31 +0000 2017
2432,109014,109013,Apple turkey organization can not solve a problem in 3 months,We're here for you and happy to help. Send us a DM and let us know what's happening specifically. We'll take it from there.,Thu Nov 23 19:56:00 +0000 2017
2433,109016,109015,It is running incredibly slow after the new update,OK. Let's continue in DM.,Thu Nov 23 19:55:29 +0000 2017
2434,109018,109017,"How convenient, as soon as your new phone comes out I have to update my iPhone 7 and it is immediately is a piece of junk. What a joke how is your new phone???",We want to help. What issues are you experiencing with your iPhone 7?,Thu Nov 23 16:58:00 +0000 2017
2435,109020,109019,is iCloud down? I can't sign in,Thanks for reaching out. We don't show an iCloud outage at the moment. We can definitely look into this further. Do you still experience the same behavior after you restart your iPhone? Do you have the same results when you're connected to a cellular network?,Thu Nov 23 19:55:28 +0000 2017
2436,109022,109021,can you tell me what other is and why it’s taking up ALL OF MY STORAGE,"Thanks for contacting us, we can help you with your question. Please check out the ""About cached files in ""Other"" iOS storage"" section of this support article:",Thu Nov 23 19:54:25 +0000 2017
2437,109026,109025,it’s first time for me when I saw my iPhone 📱 is getting hang and I was shocked. I have bought it before 30 days only.😔,We'd love to help out. What iOS version is your device currently on?,Thu Nov 23 19:13:28 +0000 2017
